COSERO_LamaH_daily                                 10:58 21 06 2021
NB_	IZ_	NZ_	TONZ_	Div_TONZ	QDIV_LT_	QDIV_UT_	QDIV_RATIO_	X_COORD	Y_COORD	WATERBODY_	DFZON_	ELEV_	NC_	ETSLPCOR_	CTMAX_	CTMIN_	NVAR_	RAINTRT_	SNOWCOR_	SNOWTRT_	THRT_	M_	FK_	PWP_	KBF_	BETA_	FKFAK_	H1_	H2_	TAB1_	TAB2_	TVS1_	TVS2_	TAB4_	TAB3_	TAB5_	PCor1_	PCor2_	PCor3_	PCor4_	PCor5_	PCor6_	PCor7_	PCor8_	PCor9_	PCor10_	PCor11_	PCor12_	TCor1_	TCor2_	TCor3_	TCor4_	TCor5_	TCor6_	TCor7_	TCor8_	TCor9_	TCor10_	TCor11_	TCor12_	TMMon1_	TMMon2_	TMMon3_	TMMon4_	TMMon5_	TMMon6_	TMMon7_	TMMon8_	TMMon9_	TMMon10_	TMMon11_	TMMon12_	INTMAX1_	INTMAX2_	INTMAX3_	INTMAX4_	INTMAX5_	INTMAX6_	INTMAX7_	INTMAX8_	INTMAX9_	INTMAX10_	INTMAX11_	INTMAX12_	ETVEGCOR1_	ETVEGCOR2_	ETVEGCOR3_	ETVEGCOR4_	ETVEGCOR5_	ETVEGCOR6_	ETVEGCOR7_	ETVEGCOR8_	ETVEGCOR9_	ETVEGCOR10_	ETVEGCOR11_	ETVEGCOR12_	DAYSDRY1_	DAYSDRY2_	DAYSDRY3_	DAYSDRY4_	DAYSDRY5_	DAYSDRY6_	DAYSDRY7_	DAYSDRY8_	DAYSDRY9_	DAYSDRY10_	DAYSDRY11_	DAYSDRY12_	DAYSWET1_	DAYSWET2_	DAYSWET3_	DAYSWET4_	DAYSWET5_	DAYSWET6_	DAYSWET7_	DAYSWET8_	DAYSWET9_	DAYSWET10_	DAYSWET11_	DAYSWET12_	ETSYSCOR1_	ETSYSCOR2_	ETSYSCOR3_	ETSYSCOR4_	ETSYSCOR5_	ETSYSCOR6_	ETSYSCOR7_	ETSYSCOR8_	ETSYSCOR9_	ETSYSCOR10_	ETSYSCOR11_	ETSYSCOR12_	KMELTRINI_	KSHINI_	KSWINI_	TSOILINI_	BW0INI_	BW1INI_	BW2INI_	BW3INI_	BW4INI_	BAREGR_	CTNeg_	CTRed_	DWHCAP_	EVPNS_	EVPSNO_	NSRHOMAX_	PEX2_	PEX3_	SETCON_	SNOWDET_	SOILTYPE_	SRHOMAX_	TSOILMAX_	TSOILMIN_	TVAR_	UADJ_	WHCAP_	SPARE1_	SPARE2_	SPARE3_	GLAC_CT_	GLAC_GLFAKT_	GLAC_ICECOV_	GLAC_TAB_
87	1	87	739	739	0	0	0	0	0	0	31.292	564	5	1.1517	6.038	6.0551	2.5972	0.0968	1	-1.2577	0	320.0528	1	0	1804.7803	1.074	0.7553	8.019	0.4363	7.9898	416.9144	13.8844	72.2143	2.5424	7163.4062	15.8094	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.71	-0.79	3.4	7.92	12.6	15.75	17.68	17.45	13.36	9.01	3.41	-0.44	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
88	1	88	467	467	0	0	0	0	0	0	23.498	616	5	1.5227	6.687	6.7111	0.9847	0.8968	1	-1.8349	0	175.3843	1	0	9970.5811	0.6529	0.7483	5.1208	0.3295	6.067	311.7112	30.1544	143.8005	1.1583	9765.0156	1.6436	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.67	-0.81	3.31	7.83	12.52	15.68	17.62	17.44	13.35	8.99	3.41	-0.41	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
89	1	89	467	467	0	0	0	0	0	0	30.026	601	5	1.9888	6.6959	6.7301	1.2145	0.8111	1	-1.8991	0	487.4562	1	0	9987.4609	0.7906	0.5117	2.3569	0.9123	23.2739	425.827	31.6072	142.2494	0.1597	9844.4775	0.3407	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.6	-0.71	3.45	7.97	12.65	15.81	17.74	17.53	13.43	9.06	3.48	-0.34	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
90	1	90	607	607	0	0	0	0	0	0	73.86	497	2	1.9956	6.9733	6.9964	0.5069	1.2914	1	-1.6423	0	495.5547	1	0	9994.7822	1.6612	0.1029	2.6279	23.0124	31.7422	1.5305	37.5933	215.6782	0.1657	9788.2695	1.1903	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.19	-0.22	4.07	8.57	13.26	16.39	18.31	18.06	13.9	9.43	3.82	0.06	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
91	1	91	608	608	0	0	0	0	0	0	54.252	554	2	1.9843	6.969	6.9508	7.1042	1.3039	1	-1.8838	0	62.2848	1	0	9938.8281	9.9347	0.1003	4.1284	49.3686	24.3448	477.88	24.9899	21.7905	0.65	6925.834	0.6402	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.09	-0.17	4	8.53	13.21	16.38	18.32	18.16	13.96	9.44	3.87	0.14	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
92	1	92	468	468	0	0	0	0	0	0	13.215	595	5	1.8686	6.9037	6.9333	0.7563	0.8227	1	-1.9954	0	475.7601	1	0	9940.7334	0.7572	0.4677	3.7165	4.7412	3.6154	194.8541	26.9278	196.4927	2.6966	9880.8389	0.4256	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.58	-0.73	3.39	7.94	12.64	15.81	17.76	17.6	13.49	9.08	3.49	-0.29	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
93	1	93	849	849	0	0	0	0	0	0	67.993	441	2	1.8335	6.5558	6.6082	0.2391	1.8337	1	0.1389	0	64.7069	1	0	9947.2412	9.937	0.8033	4.3578	8.0405	10.6157	438.6785	24.2664	279.5864	0.2111	3565.4805	1.8795	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.71	0.35	4.62	9.2	13.88	17.02	18.95	18.74	14.46	9.81	4.21	0.53	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
94	1	94	469	469	0	0	0	0	0	0	14.203	501	2	1.9994	6.0909	6.5392	0.6624	1.55	1	-0.4873	0	82.9077	1	0	9936.4121	4.2535	0.9344	6.4224	0.1271	4.4225	288.4398	27.9298	196.6777	1.1646	3391.8848	3.3119	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.89	0.08	4.25	8.77	13.44	16.6	18.54	18.37	14.14	9.58	4.02	0.33	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
95	1	95	690	690	0	0	0	0	0	0	39.257	408	2	1.6395	6.0553	6.0798	0.2589	1.8798	1	0.252	0	73.7554	1	0	9968.6279	9.9896	0.7469	3.2592	0.6689	24.4156	477.9871	33.1744	160.1573	0.0956	9880.3662	0.3648	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.63	0.47	4.8	9.42	14.1	17.23	19.15	18.94	14.62	9.92	4.29	0.63	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
96	1	96	690	690	0	0	0	0	0	0	81.195	479	2	1.225	4.1351	5.3053	1.7376	3.0708	1	-0.58	0	99.0741	1	0	9944.9639	9.9906	0.8168	1.9553	7.7619	39.8699	490.7733	21.1516	182.5089	0.2254	5042.2969	0.2472	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.94	0.14	4.4	9.04	13.72	16.83	18.74	18.56	14.24	9.63	4.04	0.39	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
97	1	97	851	851	0	0	0	0	0	0	134.221	697	3	0.7369	3.8711	6.7012	1.665	3.034	1	-0.365	0	96.9266	1	0	9944.2197	1.9988	0.7563	3.9252	32.8392	38.5208	420.63	45.9759	951.6422	0.186	4026.2266	0.5523	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.03	-1.13	2.97	7.72	12.45	15.56	17.46	17.34	13.11	8.62	3.05	-0.64	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
98	1	98	470	470	0	0	0	0	0	0	44.038	635	3	1.3587	4.108	4.5317	1.4991	2.0568	1	-1.0439	0	108.374	1	0	9962.5049	5.6211	0.9242	3.0666	19.3586	21.47	205.5276	33.0463	948.299	0.0653	5021.0547	1.0751	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.16	-1.29	2.81	7.58	12.31	15.44	17.34	17.25	13.01	8.49	2.93	-0.74	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
99	1	99	471	471	0	0	0	0	0	0	123.278	771	3	0.7615	2.9778	3.5759	1.0028	2.6159	1	-0.8097	0	52.0046	1	0	9950.4297	1.1296	0.2231	2.9083	36.612	28.0381	231.9221	31.2609	947.1987	1.028	6463.8398	1.4522	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.53	-1.77	2.24	7.05	11.84	14.94	16.85	16.75	12.57	8.11	2.54	-1.16	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
100	1	100	610	610	0	0	0	0	0	0	138.094	758	5	1.1309	3.5132	5.2834	1.7171	3.1429	1	-1.2704	0	104.5935	1	0	9934.5596	2.5608	0.7176	4.1021	8.1187	44.6739	386.6254	32.7667	539.9697	0.6405	3781.8145	1.3405	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.26	-1.36	2.7	7.44	12.15	15.3	17.21	17.11	12.87	8.37	2.86	-0.85	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
101	1	101	472	472	0	0	0	0	0	0	53.635	505	2	1.9926	6.8683	6.8833	0.5997	1.4698	1	-1.6499	0	95.9084	1	0	9988.5801	6.8263	0.7327	1.301	31.7386	64.5657	104.8473	49.7217	6.4226	0.2254	5757.7188	0.3366	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.87	0.11	4.29	8.85	13.51	16.69	18.63	18.47	14.23	9.64	4.06	0.36	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
102	1	102	473	473	0	0	0	0	0	0	26.129	410	2	1.5146	5.3013	5.7394	0.4972	1.8359	1	-1.9144	0	96.5489	1	0	9946.0908	9.8845	0.4719	1.8602	0.2115	10.2541	339.3483	13.3837	137.5651	0.4891	9919.6768	1.5709	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.8	0.26	4.47	9.06	13.72	16.88	18.8	18.64	14.34	9.71	4.14	0.46	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
103	1	103	473	473	0	0	0	0	0	0	56.284	413	2	1.3595	6.2098	6.231	1.9752	3.0812	1	-1.7303	0	89.0265	1	0	9969.6406	9.997	0.1558	7.7855	41.1447	9.8538	397.9534	72.0923	6.0084	1.443	9979.9717	0.6044	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.8	0.27	4.49	9.1	13.76	16.92	18.84	18.68	14.36	9.72	4.14	0.47	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
104	1	104	612	612	0	0	0	0	0	0	48.001	482	2	1.0029	6.4397	6.717	1.6332	3.088	1	-0.032	0	73.3013	1	0	9868.5244	7.5085	0.4083	4.6268	17.8296	11.6256	136.8629	43.2295	491.0057	0.2173	4074.6553	0.2151	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.99	0.1	4.34	8.99	13.66	16.79	18.7	18.53	14.21	9.59	4	0.34	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
105	1	105	474	474	0	0	0	0	0	0	59.566	774	5	1.4209	4.6944	5.134	1.2366	3.1863	1	-1.3734	0	54.7681	1	0	9981.0303	9.9668	0.8686	2.1618	9.7525	24.4538	275.814	13.1604	365.8284	0.7733	1805.2764	2.5982	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.38	-1.45	2.59	7.32	12.02	15.16	17.07	16.96	12.73	8.25	2.76	-0.99	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
106	1	106	474	474	0	0	0	0	0	0	28.412	769	5	1.5832	5.1157	5.1041	3.1811	2.016	1	0.309	0	25.013	1	0	8114.5693	9.9303	0.9915	3.4456	20.5157	51.6384	434.4116	33.1821	579.7446	0.1563	912.7437	0.0543	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.33	-1.39	2.63	7.35	12.04	15.19	17.09	16.98	12.76	8.3	2.82	-0.92	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
107	1	107	852	852	0	0	0	0	0	0	27.619	717	5	0.9534	4.1961	5.5461	1.2555	2.1554	1	0.7705	0	82.509	1	0	9424.8418	2.5536	0.6356	2.6471	13.4148	44.8403	190.6339	20.6626	971.0179	0.4354	1931.9321	1.5629	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.78	-0.77	3.39	8.12	12.82	15.98	17.9	17.78	13.47	8.88	3.35	-0.41	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
108	1	108	475	475	0	0	0	0	0	0	122.615	1517	7	1.0273	3.6572	3.9147	2.0167	1.6342	1	-1.8754	0	157.2152	1	0	3895.8994	8.2831	0.8219	4.0132	29.5877	82.7857	467.1065	127.2318	511.1996	3.85	9942.8184	12.7233	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-6.01	-4.8	-1.31	2.14	7.24	11.33	13.34	13.25	9.51	5.44	-0.52	-4.86	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.65	0.65	0.65	0.7	0.75	0.75	0.75	0.7	0.65	0.65	0.65	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
109	1	109	475	475	0	0	0	0	0	0	53.858	1531	3	0.5016	4.2801	1.2724	1.2202	1.6207	1	0.3376	0	79.9301	1	0	2621.7529	3.0971	0.9802	18.3958	22.9069	152.9683	23.9837	42.8398	954.7781	0.1573	9579.6113	0.3131	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-5.74	-4.58	-1.08	2.4	7.56	11.6	13.6	13.52	9.8	5.74	-0.22	-4.55	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
110	1	110	475	475	0	0	0	0	0	0	11.026	1050	6	0.9605	6.3681	4.6324	1.2762	0.0093	1	-1.8405	0	197.8229	1	0	5408.4512	6.8815	0.8766	8.0351	9.0498	5.5835	6.2061	8.8682	64.0246	4.0874	9885.6875	0.9773	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-5.12	-3.89	-0.29	3.28	8.59	12.55	14.54	14.45	10.65	6.48	0.45	-3.9	1	1	1	1.3	1.7	2	2	2	2	1.5	1	1	0.6	0.6	0.6	0.6	0.9	1.1	1.1	1.1	0.9	0.6	0.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
111	1	111	475	475	0	0	0	0	0	0	56.466	1265	3	0.5006	5.1953	1.7343	0.7047	3.8378	1	-1.8575	0	164.4882	1	0	6582.7188	9.9878	0.5308	1.2136	32.6684	43.1667	289.8817	91.5972	897.4303	0.099	8202.4688	0.3059	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-5.66	-4.3	-0.62	2.85	7.99	12.17	14.2	14.05	10.17	5.87	-0.24	-4.57	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
112	1	112	613	613	0	0	0	0	0	0	41.933	1765	7	0.5029	1.5768	1.8861	2.5674	3.9523	1	1.984	0	10.8448	1	0	9944.5527	0.1452	0.9735	1.1683	0.519	199.8961	1.5818	22.2053	637.366	1.7195	55.2979	0.2849	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-6.65	-5.29	-1.73	1.64	6.58	10.74	12.8	12.7	9.01	4.95	-1.14	-5.54	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.65	0.65	0.65	0.7	0.75	0.75	0.75	0.7	0.65	0.65	0.65	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
