ID;area_calc;elev_mean;elev_med;elev_std;elev_ran;slope_mean;mvert_dist;mvert_ang;elon_ratio;strm_dens;p_mean;et0_mean;eta_mean;arid_1;arid_2;p_season;frac_snow;hi_prec_fr;hi_prec_du;hi_prec_ti;lo_prec_fr;lo_prec_du;lo_prec_ti;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_condu;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_ig_fra;gc_mt_fra;gc_pa_fra;gc_pb_fra;gc_pi_fra;gc_py_fra;gc_sc_fra;gc_sm_fra;gc_ss_fra;gc_su_fra;gc_va_fra;gc_vb_fra;gc_wb_fra;geol_perme;geol_poros;NEXTDOWNID
429;109.442;349;340;74;516;66;21.1;130;0.56;0.4;2.12;2.69;1.75;1.27;1.42;0.43;0.08;18.6;1.22;jja;234.65;3.69;djf;313;0.376;0;0.57;0;0;0.049;3.44;2.78;0.74;0.41;0.85;0.44;3.48;0.63;0.47;0.546;0.1;0.425;0.341;0.234;0.072;0.008;sm;0;0.298;0;0;0;0;0.004;0.698;0;0;0;0;0;-14;0.136;0
430;148.669;452;449;123;537;106;26;139;0.529;0.43;2.28;2.66;1.72;1.17;1.35;0.46;0.08;18.05;1.2;jja;228.15;3.51;djf;313;0.431;0;0.492;0;0;0.074;3.41;2.96;0.74;0.34;0.88;0.54;3.47;0.64;0.47;0.745;0.1;0.429;0.353;0.217;0.1;0.009;mt;0;0.548;0;0;0;0;0.027;0.378;0;0;0;0.047;0;-13.2;0.083;0
431;76.675;387;349;121;514;109;10.1;50;0.978;0.44;2.27;2.7;1.77;1.19;1.46;0.46;0.08;18.1;1.22;jja;228.7;3.55;djf;211;0.39;0;0.484;0;0;0.126;3.37;2.98;0.73;0.33;0.85;0.54;3.65;0.99;0.48;0.69;0.15;0.409;0.353;0.238;0.099;0.006;sm;0;0.326;0;0;0;0.003;0;0.671;0;0;0;0;0;-14.5;0.131;432
432;141.946;260;233;88;533;54;17.7;58;0.758;0.35;2.14;2.73;1.87;1.28;1.62;0.42;0.07;17.5;1.22;jja;232.6;3.64;djf;211;0.659;0;0.223;0;0;0.114;2.4;2.15;0.68;0.26;0.8;0.57;10.86;1.18;0.48;0.372;0.17;0.347;0.432;0.221;0.115;0.007;sm;0;0.105;0;0;0;0;0;0.895;0;0;0;0;0;-15;0.171;433
433;14.272;165;166;10;74;24;7.1;83;0.597;0.47;2.01;2.78;1.89;1.38;1.72;0.4;0.07;17.95;1.21;jja;239.95;3.85;djf;211;0.825;0;0;0;0;0.175;1.82;1.6;0.64;0.26;0.75;0.51;36.42;1.3;0.48;0.225;0.17;0.27;0.509;0.221;0.14;0.011;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;434
434;150.108;201;171;73;338;46;19;36;0.729;0.36;1.97;2.77;1.93;1.41;1.68;0.39;0.06;17.95;1.22;jja;241.75;3.92;djf;211;0.61;0;0.251;0;0;0.13;2.4;2.16;0.68;0.28;0.79;0.54;19.75;1.15;0.48;0.312;0.16;0.32;0.459;0.22;0.139;0.01;sm;0;0.109;0;0;0;0.003;0.004;0.883;0;0;0;0;0;-14.1;0.17;0
435;17.049;275;233;83;344;65;9.4;114;0.494;0.36;2.13;2.72;1.82;1.28;1.53;0.43;0.07;19.15;1.23;jja;237.7;3.78;djf;311;0.518;0;0.379;0;0;0.104;2.94;2.6;0.71;0.32;0.82;0.51;10.68;0.67;0.47;0.328;0.1;0.421;0.365;0.214;0.09;0.009;sm;0;0;0;0;0;0.011;0;0.989;0;0;0;0;0;-14.7;0.189;0
436;82.103;857;825;170;950;184;10.5;172;0.974;0.8;2.53;2.4;1.62;0.95;0.85;0.51;0.12;16.35;1.19;jja;212.35;3.3;djf;231;0.429;0;0.505;0;0;0.036;4.4;3.97;0.77;0.3;0.9;0.62;0.94;0.43;0.49;0.307;0.08;0.371;0.39;0.239;0.101;0.015;mt;0;0.434;0;0;0;0;0.346;0.199;0;0;0;0.021;0;-12.3;0.065;437
437;36.994;882;829;193;962;225;11.3;176;0.608;0.74;2.56;2.39;1.61;0.93;0.83;0.51;0.13;16.45;1.18;jja;212.3;3.32;djf;312;0.358;0;0.593;0;0;0.033;4.44;3.99;0.76;0.32;0.87;0.58;0.85;0.37;0.49;0.226;0.07;0.378;0.383;0.239;0.074;0.014;sc;0;0.339;0;0;0;0;0.457;0.204;0;0;0;0;0;-12.1;0.07;438
438;64.614;644;590;168;792;162;11.1;134;0.816;0.82;2.31;2.49;1.64;1.08;0.98;0.48;0.09;17.4;1.2;jja;224.9;3.54;djf;313;0.407;0;0.576;0;0;0.017;4.34;3.81;0.77;0.38;0.88;0.51;2.28;0.38;0.49;0.51;0.07;0.347;0.392;0.26;0.098;0.016;mt;0;0.54;0;0;0;0;0.209;0.251;0;0;0;0;0;-12.5;0.066;440
439;95.259;811;802;253;1116;205;21.2;157;0.52;0.72;2.44;2.44;1.64;1;0.88;0.5;0.11;17.2;1.2;jja;219.85;3.44;djf;313;0.343;0;0.543;0;0;0.087;3.96;3.56;0.74;0.32;0.84;0.54;1.68;0.4;0.48;0.307;0.07;0.391;0.393;0.216;0.09;0.015;mt;0;0.486;0;0;0;0;0.298;0.216;0;0;0;0;0;-12.3;0.064;440
440;22.893;439;439;41;164;83;6.4;106;0.842;0.52;2.26;2.56;1.65;1.13;1.12;0.47;0.09;18.3;1.2;jja;226.95;3.6;djf;313;0.597;0;0.347;0;0;0.056;3.24;2.91;0.73;0.3;0.87;0.59;5.19;0.54;0.47;0.415;0.09;0.425;0.346;0.229;0.064;0.009;sm;0;0.005;0;0;0;0;0;0.995;0;0;0;0;0;-15;0.189;442
441;93.85;560;498;189;1102;122;19.8;117;0.552;0.74;2.16;2.51;1.63;1.16;1.02;0.45;0.09;19.4;1.19;jja;232.65;3.72;djf;313;0.46;0;0.478;0;0;0.055;4.13;3.67;0.77;0.34;0.89;0.56;4.27;0.52;0.48;0.426;0.09;0.394;0.378;0.228;0.089;0.012;sm;0;0.156;0;0;0;0;0.089;0.754;0;0;0;0;0;-12.8;0.15;442
442;103.619;415;416;49;232;103;17;133;0.676;0.55;2.02;2.53;1.62;1.25;1.1;0.43;0.07;20.1;1.18;jja;241.3;3.91;djf;313;0.53;0;0.366;0;0;0.095;3.56;3.23;0.75;0.3;0.88;0.6;6.25;0.53;0.47;0.365;0.09;0.425;0.343;0.232;0.059;0.009;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;443
443;191.737;374;373;50;242;110;23.6;113;0.662;0.52;2.05;2.51;1.62;1.22;1.09;0.42;0.07;20.45;1.19;jja;246.1;4.1;djf;242;0.583;0;0.379;0;0.003;0.035;4.31;4.02;0.79;0.27;0.93;0.69;6.85;0.6;0.48;0.375;0.1;0.434;0.314;0.251;0.054;0.007;sm;0;0;0;0;0;0;0;0.977;0;0;0;0.023;0;-14.1;0.188;444
444;299.21;317;319;41;244;113;26.5;110;0.737;0.49;2.06;2.51;1.68;1.22;1.15;0.44;0.07;20.15;1.18;jja;246.9;4.16;djf;311;0.577;0;0.374;0;0;0.047;4.05;3.77;0.79;0.28;0.92;0.67;6.82;0.65;0.47;0.323;0.1;0.434;0.329;0.237;0.058;0.008;sm;0;0;0;0;0;0;0;0.892;0;0.005;0;0.104;0;-13.5;0.18;0
445;268.126;869;839;228;1320;163;21.8;113;0.848;0.76;2.76;2.44;1.65;0.88;0.87;0.54;0.11;16.45;1.17;jja;203.25;3.15;djf;312;0.416;0;0.539;0;0;0.023;3.98;3.54;0.74;0.31;0.85;0.57;0.97;0.65;0.47;0.415;0.11;0.452;0.35;0.198;0.125;0.011;mt;0;0.918;0;0;0;0;0.037;0.045;0;0;0;0;0;-13.2;0.02;446
446;17.707;437;425;44;207;66;8.2;159;0.581;0.54;2.53;2.62;1.65;1.04;1.21;0.55;0.08;17.7;1.18;jja;218.25;3.38;djf;313;0.506;0;0.417;0;0;0.078;3.15;2.71;0.73;0.34;0.85;0.53;4.17;0.46;0.47;0.605;0.08;0.428;0.345;0.227;0.068;0.009;sm;0;0.07;0;0;0;0;0;0.93;0;0;0;0;0;-15;0.178;448
447;66.702;481;459;113;674;73;19.5;160;0.472;0.51;2.47;2.6;1.67;1.05;1.18;0.54;0.08;17.65;1.18;jja;220.6;3.41;djf;211;0.478;0;0.433;0;0;0.089;3.29;2.78;0.73;0.35;0.86;0.52;6.44;0.73;0.47;0.648;0.11;0.453;0.328;0.219;0.067;0.008;sm;0;0.101;0;0;0;0;0;0.899;0;0;0;0;0;-15;0.172;448
448;84.16;420;388;111;624;73;24.2;147;0.428;0.77;2.39;2.6;1.66;1.09;1.2;0.53;0.07;18.05;1.18;jja;223.75;3.47;djf;211;0.549;0;0.372;0;0;0.079;3.38;2.96;0.75;0.33;0.87;0.55;7.78;0.61;0.48;0.487;0.1;0.428;0.339;0.233;0.074;0.008;sm;0;0.161;0;0;0;0;0;0.839;0;0;0;0;0;-14.7;0.161;452
449;21.322;747;735;149;660;155;7.2;157;0.724;1.13;2.62;2.49;1.64;0.95;0.95;0.53;0.1;16.55;1.17;jja;210.6;3.27;djf;242;0.513;0;0.484;0;0;0.003;3.9;3.41;0.76;0.36;0.87;0.52;1.68;0.62;0.48;0.667;0.11;0.453;0.346;0.201;0.107;0.014;mt;0;0.99;0;0;0;0;0;0.01;0;0;0;0;0;-14.1;0.012;450
450;36.556;692;668;190;866;125;9.2;131;0.738;0.86;2.5;2.48;1.66;0.99;0.96;0.53;0.09;17.3;1.17;jja;218.1;3.42;djf;242;0.525;0;0.409;0;0;0.066;3.68;3.25;0.75;0.34;0.86;0.53;1.03;0.66;0.47;0.526;0.11;0.44;0.357;0.203;0.125;0.011;mt;0;0.849;0;0;0;0;0;0.151;0;0;0;0;0;-14.2;0.037;451
451;285.407;484;398;192;975;105;24;121;0.794;0.7;2.39;2.56;1.66;1.07;1.12;0.53;0.07;17.95;1.15;jja;223.6;3.52;djf;211;0.593;0;0.36;0;0;0.045;3.26;2.89;0.75;0.32;0.87;0.57;4.54;0.67;0.48;0.535;0.11;0.433;0.34;0.227;0.098;0.009;sm;0;0.343;0;0;0;0;0;0.657;0;0;0;0;0;-14.5;0.128;452
452;142.02;313;308;46;221;57;25.4;156;0.53;0.52;2.13;2.56;1.71;1.2;1.23;0.48;0.06;19.25;1.18;jja;237.2;3.81;djf;211;0.534;0;0.418;0;0;0.048;3.52;3.06;0.76;0.33;0.9;0.58;13.39;0.66;0.47;0.479;0.1;0.432;0.334;0.235;0.051;0.008;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;456
453;42.94;1280;1278;186;879;251;9.7;240;0.76;0.82;2.96;2.14;1.66;0.72;0.65;0.54;0.15;15;1.18;jja;193.4;3.01;djf;312;0.042;0;0.883;0;0;0.004;3.7;3.17;0.69;0.3;0.77;0.51;0.79;0.69;0.46;0.073;0.11;0.467;0.344;0.189;0.143;0.009;mt;0;0.66;0;0;0;0;0.34;0;0;0;0;0;0;-12.3;0.027;454
454;366.809;968;956;208;1309;210;34.2;190;0.632;0.88;2.83;2.34;1.63;0.83;0.79;0.52;0.14;14.3;1.18;jja;196.2;3.1;djf;312;0.326;0;0.637;0;0;0.017;4.22;3.83;0.75;0.29;0.84;0.59;0.9;0.63;0.47;0.275;0.1;0.443;0.357;0.2;0.127;0.012;mt;0;0.845;0;0;0;0;0.14;0.015;0;0;0;0;0;-12.6;0.02;456
455;189.097;397;386;79;727;107;29.1;129;0.533;0.55;2.13;2.55;1.66;1.2;1.14;0.46;0.07;19.25;1.18;jja;233.8;3.75;djf;242;0.593;0;0.378;0;0;0.029;3.99;3.6;0.77;0.32;0.89;0.59;5.36;0.55;0.48;0.415;0.09;0.428;0.328;0.244;0.061;0.008;sm;0;0.03;0;0;0;0;0.024;0.946;0;0;0;0;0;-13.4;0.181;456
456;432.866;384;340;153;1057;92;53.1;123;0.442;0.56;2.14;2.53;1.69;1.18;1.15;0.47;0.07;19.15;1.18;jja;234.5;3.75;djf;211;0.555;0;0.385;0;0.002;0.047;3.64;3.26;0.76;0.3;0.89;0.61;8.47;0.65;0.47;0.48;0.1;0.431;0.338;0.232;0.071;0.008;sm;0;0.146;0;0;0;0;0.009;0.824;0;0;0;0.021;0;-13.7;0.161;0
457;133.137;749;704;225;1206;154;20.2;139;0.645;0.61;2.6;2.5;1.69;0.96;0.99;0.54;0.1;16.95;1.19;jja;214.5;3.3;djf;313;0.347;0;0.599;0;0;0.046;4.13;3.67;0.76;0.32;0.87;0.56;2.06;0.61;0.47;0.58;0.1;0.431;0.358;0.211;0.103;0.01;mt;0;0.632;0;0;0;0;0;0.368;0;0;0;0;0;-14.3;0.076;458
458;41.935;388;381;55;237;57;16.8;137;0.434;0.4;2.32;2.62;1.7;1.13;1.26;0.51;0.07;17.55;1.19;jja;227.55;3.53;djf;313;0.389;0;0.436;0;0;0.171;2.74;2.27;0.7;0.34;0.81;0.48;9.36;1.07;0.47;0.462;0.15;0.471;0.321;0.208;0.066;0.007;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;460
459;118.713;445;412;114;544;92;23.6;152;0.521;0.58;2.29;2.62;1.7;1.14;1.23;0.49;0.07;17.55;1.19;jja;228.15;3.55;djf;211;0.517;0;0.419;0;0;0.056;3.11;2.7;0.73;0.31;0.86;0.56;5.86;0.51;0.47;0.564;0.09;0.415;0.355;0.229;0.057;0.009;sm;0;0.285;0;0;0;0;0;0.715;0;0;0;0;0;-14.5;0.139;460
460;126.201;303;299;32;175;56;21.1;119;0.601;0.53;2.09;2.6;1.75;1.24;1.31;0.45;0.07;18.6;1.19;jja;236.15;3.75;djf;211;0.584;0;0.339;0;0;0.074;2.63;2.28;0.69;0.3;0.8;0.53;12.05;0.73;0.47;0.419;0.11;0.438;0.334;0.228;0.056;0.008;sm;0;0.038;0;0;0;0;0;0.962;0;0;0;0;0;-15;0.183;463
461;90.386;541;528;101;580;147;18;148;0.595;0.49;2.24;2.61;1.69;1.17;1.19;0.48;0.08;17.65;1.2;jja;228.9;3.54;djf;313;0.351;0;0.601;0;0;0.048;4.13;3.75;0.77;0.32;0.91;0.6;1.36;0.63;0.47;0.854;0.1;0.43;0.34;0.231;0.096;0.008;mt;0;0.876;0;0;0;0;0;0.124;0;0;0;0;0;-14.2;0.032;462
462;85.555;378;335;116;618;77;14.2;172;0.734;0.57;2.08;2.63;1.74;1.26;1.3;0.44;0.07;18.8;1.2;jja;237.35;3.77;djf;211;0.527;0;0.432;0;0;0.041;3.16;2.79;0.73;0.32;0.85;0.54;7.14;0.57;0.48;0.516;0.1;0.409;0.352;0.239;0.061;0.008;sm;0;0.35;0;0;0;0;0;0.65;0;0;0;0;0;-14.5;0.127;463
463;71.358;347;298;118;626;65;15.9;173;0.6;0.55;2.02;2.63;1.76;1.3;1.33;0.41;0.07;18.85;1.19;jja;239.75;3.85;djf;211;0.626;0;0.309;0;0;0.065;2.88;2.51;0.7;0.31;0.81;0.53;10.48;0.86;0.48;0.382;0.14;0.407;0.346;0.247;0.078;0.006;sm;0;0.422;0;0;0;0;0;0.573;0;0.005;0;0;0;-14.4;0.114;464
464;139.513;257;251;36;216;45;21.4;174;0.624;0.41;2.01;2.61;1.83;1.3;1.37;0.41;0.07;19.55;1.2;jja;243.45;3.94;djf;211;0.585;0;0.35;0;0;0.04;3.04;2.69;0.71;0.3;0.82;0.55;20.15;0.85;0.48;0.357;0.12;0.415;0.319;0.266;0.074;0.008;sm;0;0.044;0;0;0;0;0;0.516;0;0.44;0;0;0;-13.3;0.188;0
465;87.512;338;337;47;234;71;20.4;168;0.517;0.36;2.21;2.59;1.7;1.17;1.26;0.49;0.06;17.85;1.17;jja;230.95;3.58;djf;312;0.346;0;0.536;0;0;0.092;3.29;2.7;0.74;0.38;0.87;0.48;9.24;0.73;0.47;0.472;0.11;0.442;0.335;0.223;0.059;0.008;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;466
466;6.885;255;245;23;116;58;4.8;95;0.617;0.55;2.05;2.57;1.71;1.25;1.28;0.45;0.06;19.85;1.18;jja;241.45;3.9;djf;211;0.651;0;0.275;0;0.045;0.029;2.8;2.55;0.71;0.26;0.89;0.65;5.64;0.45;0.48;0.302;0.08;0.409;0.344;0.247;0.043;0.008;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;467
467;221.653;287;288;38;201;83;25.7;150;0.654;0.39;2.07;2.57;1.73;1.24;1.28;0.45;0.06;19.3;1.19;jja;239.05;3.85;djf;211;0.497;0;0.456;0;0.003;0.044;3.3;2.92;0.74;0.33;0.87;0.56;8.11;0.45;0.48;0.45;0.08;0.413;0.349;0.238;0.045;0.009;sm;0;0.02;0;0;0;0;0;0.957;0;0;0;0.023;0;-14.1;0.184;468
468;83.96;258;257;32;149;65;13.8;139;0.751;0.5;2.02;2.6;1.81;1.29;1.33;0.42;0.06;20.05;1.19;jja;245.5;4;djf;311;0.342;0;0.624;0;0;0.022;3.82;3.43;0.77;0.34;0.89;0.56;9.94;0.52;0.47;0.621;0.09;0.426;0.343;0.231;0.047;0.009;sm;0;0.013;0;0;0;0;0;0.965;0;0.001;0;0.021;0;-14.1;0.186;0
469;114.008;624;619;90;492;148;16;88;0.753;0.4;2.44;2.58;1.7;1.06;1.14;0.51;0.09;17.15;1.19;jja;218.85;3.39;djf;313;0.53;0;0.439;0;0;0.032;3.7;3.37;0.75;0.29;0.89;0.62;1.2;0.66;0.47;0.612;0.11;0.434;0.362;0.205;0.126;0.01;mt;0;0.67;0;0;0;0;0.051;0.278;0;0;0;0;0;-13.1;0.063;470
470;151.17;502;482;118;597;129;18.8;101;0.738;0.41;2.13;2.63;1.69;1.23;1.25;0.44;0.08;18.25;1.21;jja;233.95;3.64;djf;313;0.239;0;0.728;0;0;0.031;4.36;3.88;0.78;0.38;0.9;0.52;1.46;0.77;0.47;0.87;0.12;0.444;0.333;0.223;0.102;0.008;mt;0;0.682;0;0;0;0;0;0.233;0.085;0;0;0;0;-14.2;0.067;0
471;76.42;2043;2085;346;1836;414;12.4;109;0.795;0.68;3.73;1.87;0.97;0.5;0.41;0.41;0.41;10.95;1.1;jja;170.95;2.92;djf;321;0.026;0.321;0.22;0;0.006;0;2.43;2.39;0.57;-0.01;0.75;0.93;0.56;0.53;0.44;0.03;0.08;0.589;0.262;0.149;0.113;0.014;mt;0;0.477;0.437;0;0;0;0.086;0;0;0;0;0;0;-12.8;0.014;473
472;160.959;1832;1867;334;1638;367;22.8;114;0.628;0.76;3.76;1.96;1.01;0.52;0.44;0.39;0.38;10.7;1.09;jja;165.05;2.85;djf;321;0.048;0.111;0.326;0;0;0.01;3.15;3.07;0.66;0.03;0.83;0.93;0.54;0.52;0.46;0.033;0.08;0.52;0.297;0.183;0.138;0.02;mt;0;0.729;0;0;0;0;0.271;0;0;0;0;0;0;-12.4;0.024;473
473;52.488;1617;1638;356;1428;363;13.2;81;0.618;1.09;3.57;2.04;1.04;0.57;0.48;0.42;0.36;11.5;1.11;jja;175.8;2.95;djf;312;0.094;0.041;0.552;0;0;0.032;3.7;3.59;0.72;0.09;0.87;0.88;0.63;0.67;0.47;0.037;0.11;0.511;0.311;0.178;0.119;0.023;mt;0;0.951;0.005;0;0;0;0.043;0;0;0;0;0;0;-13.1;0.012;474
474;75.358;1377;1336;301;1377;209;14.5;46;0.676;0.8;3.41;2.08;1.06;0.61;0.54;0.44;0.29;12;1.12;jja;177.6;2.96;djf;312;0.224;0.003;0.577;0;0;0.047;3.76;3.52;0.75;0.17;0.93;0.83;0.96;0.77;0.53;0.055;0.16;0.524;0.285;0.19;0.094;0.074;mt;0;0.962;0;0;0;0;0.038;0;0;0;0;0;0;-13.2;0.012;481
475;103.597;1801;1836;318;1524;356;19.6;116;0.586;0.65;3.72;1.95;1.04;0.52;0.43;0.38;0.36;10.3;1.1;jja;163.75;2.81;djf;312;0.04;0.158;0.387;0;0;0.01;2.66;2.57;0.63;0.03;0.8;0.91;0.74;0.57;0.49;0.031;0.11;0.494;0.311;0.195;0.122;0.045;sc;0;0.334;0;0;0;0;0.666;0;0;0;0;0;0;-12;0.043;479
476;76.537;1822;1869;330;1487;372;14.1;146;0.7;0.78;3.77;1.93;1.07;0.51;0.42;0.36;0.35;10.15;1.09;jja;161.6;2.79;djf;312;0.032;0.251;0.347;0;0;0.003;2.4;2.31;0.62;0.04;0.81;0.9;0.65;0.6;0.45;0.03;0.1;0.552;0.286;0.163;0.105;0.013;mt;0;0.877;0;0;0;0;0.123;0;0;0;0;0;0;-12.7;0.016;479
477;48.068;1760;1761;405;1778;397;15.4;157;0.51;0.72;3.68;1.94;1.12;0.53;0.43;0.38;0.33;10.6;1.11;jja;162.2;2.8;djf;312;0.122;0.2;0.359;0;0;0.001;2.54;2.41;0.61;0.07;0.78;0.83;0.65;0.68;0.45;0.032;0.11;0.54;0.287;0.173;0.102;0.018;mt;0;0.921;0;0;0;0;0;0.079;0;0;0;0;0;-14.2;0.024;479
478;72.516;1868;1908;389;1672;408;14.5;181;0.664;0.8;3.67;1.88;1.14;0.51;0.4;0.39;0.33;10.7;1.11;jja;162.65;2.8;djf;312;0.059;0.263;0.301;0;0;0.007;2.13;2.02;0.56;0.05;0.71;0.79;0.51;0.58;0.44;0.031;0.09;0.557;0.279;0.164;0.113;0.012;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;479
479;78.404;1413;1265;368;1581;226;16.1;147;0.62;0.52;3.55;2.05;1.1;0.58;0.51;0.41;0.31;11.05;1.1;jja;167.35;2.87;djf;312;0.319;0.071;0.421;0;0;0.05;3.37;3.2;0.7;0.11;0.89;0.87;1.51;0.83;0.59;0.041;0.19;0.449;0.316;0.235;0.08;0.101;mt;0;0.766;0;0;0;0;0.008;0.226;0;0;0;0;0;-13.7;0.051;481
480;86.463;1652;1685;292;1279;265;14.5;56;0.723;0.77;3.27;2.01;1.09;0.61;0.46;0.45;0.28;12.9;1.11;jja;184.35;3.02;djf;312;0.066;0;0.528;0;0;0.005;3.39;3.21;0.72;0.12;0.87;0.83;0.81;0.67;0.46;0.036;0.11;0.486;0.331;0.183;0.133;0.01;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;481
481;125.659;1474;1481;277;1299;221;14.4;169;0.881;0.81;3.31;2.04;1.12;0.62;0.5;0.45;0.28;12.2;1.11;jja;177.35;2.94;djf;312;0.145;0;0.66;0;0;0.029;3.49;3.24;0.73;0.19;0.86;0.74;1;0.65;0.47;0.053;0.11;0.499;0.305;0.195;0.108;0.022;mt;0;0.917;0;0;0;0;0;0.083;0;0;0;0;0;-14.2;0.025;482
482;742.018;1547;1541;345;1921;272;37.6;56;0.817;0.85;3.17;2.01;1.27;0.63;0.47;0.48;0.26;12.6;1.12;jja;181.6;2.97;djf;312;0.107;0.024;0.596;0;0;0.01;3.3;3.04;0.7;0.18;0.82;0.7;0.89;0.65;0.45;0.083;0.1;0.5;0.32;0.18;0.125;0.011;mt;0;0.784;0;0;0;0;0.068;0.071;0;0;0;0.077;0;-12.9;0.032;484
483;173.846;1461;1402;411;1764;305;24.2;123;0.614;0.74;3.39;2.02;1.29;0.6;0.5;0.46;0.26;10.85;1.1;jja;170.65;2.86;djf;312;0.2;0.022;0.486;0;0;0.016;3.44;3.21;0.7;0.15;0.85;0.78;0.78;0.63;0.46;0.061;0.1;0.493;0.316;0.191;0.116;0.011;mt;0;0.89;0;0;0;0;0.057;0;0;0;0;0.053;0;-12.9;0.017;484
484;491.279;1316;1285;356;1766;266;33;98;0.758;0.85;3.21;2.07;1.39;0.64;0.56;0.5;0.21;12.25;1.09;jja;176.8;2.92;djf;312;0.208;0.007;0.576;0;0;0.019;3.72;3.4;0.73;0.22;0.86;0.7;0.9;0.69;0.45;0.15;0.11;0.513;0.308;0.179;0.114;0.011;mt;0;0.864;0;0;0;0;0.09;0;0;0;0;0.046;0;-12.8;0.018;487
485;24.571;1707;1717;228;1111;343;6.6;65;0.841;0.72;3.68;1.92;1.15;0.52;0.43;0.44;0.31;10.45;1.15;jja;164.75;2.81;djf;321;0.046;0.012;0.251;0;0;0;3.87;3.79;0.71;0.02;0.9;1.01;0.58;0.59;0.45;0.03;0.09;0.55;0.287;0.163;0.111;0.014;mt;0;0.862;0;0;0;0;0.138;0;0;0;0;0;0;-12.7;0.017;486
486;396.632;1477;1462;318;1587;304;30.5;121;0.737;0.86;3.5;2;1.17;0.57;0.5;0.47;0.27;11.1;1.16;jja;170.5;2.84;djf;312;0.122;0.012;0.548;0;0;0.007;3.63;3.39;0.71;0.16;0.83;0.76;0.79;0.68;0.46;0.068;0.11;0.484;0.33;0.186;0.127;0.011;mt;0;0.905;0;0;0;0;0.095;0;0;0;0;0;0;-12.8;0.015;487
487;172.595;1014;964;281;1451;215;18.8;72;0.789;0.85;3.17;2.2;1.42;0.69;0.73;0.56;0.16;13.1;1.12;jja;184.2;2.93;djf;312;0.265;0;0.594;0;0;0.084;3.55;3.15;0.74;0.28;0.86;0.62;1.87;0.82;0.46;0.367;0.12;0.469;0.33;0.201;0.117;0.009;mt;0;0.765;0;0;0;0;0.088;0.147;0;0;0;0;0;-12.8;0.041;499
488;154.586;1287;1202;352;1659;228;15.7;62;0.895;0.96;3.09;2.09;1.46;0.68;0.59;0.6;0.17;14.25;1.12;jja;197;3.1;djf;312;0.234;0.01;0.596;0;0;0.019;3.79;3.45;0.74;0.24;0.86;0.68;1.04;0.64;0.46;0.26;0.1;0.509;0.314;0.177;0.116;0.012;mt;0;0.936;0;0;0;0;0.005;0.059;0;0;0;0;0;-13.8;0.021;499
489;198.951;1525;1526;370;1658;305;20.2;125;0.788;0.89;3.32;1.98;1.24;0.6;0.49;0.52;0.22;12.6;1.15;jja;177.85;2.89;djf;312;0.092;0.057;0.524;0;0;0.004;3.08;2.78;0.66;0.17;0.81;0.71;0.7;0.7;0.46;0.058;0.11;0.482;0.326;0.192;0.125;0.01;mt;0;0.89;0;0;0;0;0.072;0.038;0;0;0;0;0;-12.9;0.02;499
490;267.962;1293;1269;337;1746;322;23.3;99;0.793;0.9;3.48;2.07;1.24;0.59;0.58;0.47;0.26;11.55;1.17;jja;171.6;2.86;djf;312;0.074;0.03;0.647;0;0;0.014;3.51;3.26;0.71;0.17;0.81;0.71;0.68;0.7;0.45;0.102;0.1;0.525;0.302;0.172;0.128;0.011;sc;0;0.339;0;0;0;0;0.435;0.201;0;0;0.025;0;0;-12.2;0.07;499
491;167.017;1162;1134;321;1586;321;17.2;122;0.85;0.72;3.45;2.15;1.41;0.62;0.64;0.45;0.22;11.5;1.19;jja;169.8;2.84;djf;312;0.108;0.044;0.61;0;0;0.055;3.65;3.33;0.71;0.2;0.83;0.69;0.73;0.56;0.47;0.129;0.09;0.424;0.344;0.232;0.115;0.011;mt;0;0.475;0;0;0;0;0.308;0.121;0;0;0.097;0;0;-12.3;0.055;499
492;105.148;1227;1207;203;1026;299;11.8;224;0.979;0.74;3.65;2.1;1.73;0.58;0.61;0.42;0.21;10.35;1.22;jja;169.1;2.73;djf;312;0.024;0.046;0.772;0;0;0.003;3.94;3.67;0.71;0.17;0.79;0.7;0.68;0.33;0.49;0.069;0.06;0.338;0.412;0.25;0.124;0.019;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;493
